nohup: ignoring input
--- Loading PDN data ---

===== METHOD: numpy =====
numpy | Run 01 | n_caps=8 | Z=0.041900 | Time=329.57s
iterative | Run 10 | n_caps=15 | Z=0.037725 | Time=673.94s
iterative | Run 11 | n_caps=8 | Z=0.043750 | Time=335.06s
iterative | Run 12 | n_caps=15 | Z=0.044892 | Time=686.72s
iterative | Run 13 | n_caps=7 | Z=0.037287 | Time=291.71s
iterative | Run 14 | n_caps=8 | Z=0.043999 | Time=389.89s
iterative | Run 15 | n_caps=10 | Z=0.043169 | Time=528.32s
iterative | Run 16 | n_caps=9 | Z=0.044912 | Time=389.02s
iterative | Run 17 | n_caps=6 | Z=0.042431 | Time=246.75s
iterative | Run 18 | n_caps=8 | Z=0.040459 | Time=335.92s
iterative | Run 19 | n_caps=12 | Z=0.040258 | Time=531.17s
iterative | Run 20 | n_caps=8 | Z=0.042447 | Time=337.71s

All ScratchTest runs completed.
Results stored in: ScratchTest3
